#,red,green,blue,label
4479,213,17,60,Red
4480,42,183,196,Blue
4481,34,120,128,Blue
4482,89,162,157,Blue
4483,57,251,218,Green
4484,157,224,13,Green
4485,220,218,215,Grey
4486,211,104,175,Pink
4487,159,152,91,Green
4488,238,116,114,Orange
4489,170,153,188,Blue
4490,222,132,151,Pink
4491,188,175,34,Green
4492,227,111,214,Pink
4493,190,101,70,Brown
4494,199,67,146,Pink
4495,64,57,165,Blue
4496,151,220,254,Blue
4497,182,94,107,Brown
4498,140,70,14,Brown
4499,114,170,96,Green
4500,170,140,189,Purple
4501,40,216,20,Green
4502,132,225,214,Green
4503,162,134,1,Yellow
4504,30,241,174,Green
4505,108,213,68,Green
4506,83,129,244,Blue
4507,37,153,204,Blue
4508,244,114,8,Orange
4509,102,75,19,Brown
4510,61,213,44,Green
4511,219,206,83,Yellow
4512,184,56,27,Brown
4513,22,117,105,Green
4514,178,192,173,Grey
4515,106,185,66,Green
4516,204,56,84,Pink
4517,115,166,17,Green
4518,58,69,44,Grey
4519,143,206,3,Green
4520,216,26,67,Pink
4521,135,67,99,Purple
4522,174,224,78,Green
4523,227,118,216,Pink
4524,160,12,133,Purple
4525,196,122,97,Brown
4526,247,192,201,Orange
4527,12,147,43,Green
4528,56,39,16,Brown
4529,217,211,77,Yellow
4530,23,11,127,Blue
4531,104,218,223,Blue
4532,125,230,125,Green
4533,249,82,108,Pink
4534,18,110,81,Green
4535,213,129,26,Orange
4536,150,50,214,Purple
4537,215,95,70,Orange
4538,142,163,40,Green
4539,128,214,109,Green
4540,197,198,220,Grey
4541,120,202,150,Green
4542,105,254,165,Green
4543,145,237,37,Green
4544,99,12,104,Purple
4545,12,189,62,Green
4546,241,34,176,Pink
4547,91,20,5,Brown
4548,34,232,171,Green
4549,210,90,233,Purple
4550,50,49,111,Blue
4551,42,209,147,Green
4552,39,185,204,Green
4553,236,222,32,Yellow
4554,217,199,206,Grey
4555,119,60,210,Purple
4556,163,173,190,Grey
4557,90,31,22,Brown
4558,47,245,46,Green
4559,184,192,179,Grey
4560,87,82,238,Blue
4561,252,178,240,Pink
4562,196,107,72,Brown
4563,3,254,160,Green
4564,115,47,45,Brown
4565,177,220,202,Grey
4566,143,72,72,Brown
4567,33,110,117,Blue
4568,90,55,68,Brown
4569,240,193,220,Pink
4570,108,185,33,Green
4571,129,25,200,Purple
4572,180,13,86,Pink
4573,38,197,107,Green
4574,182,170,222,Blue
4575,182,20,52,Red
4576,78,176,96,Green
4577,91,74,223,Blue
4578,24,203,14,Green
4579,147,244,72,Green
4580,234,215,245,Purple
4581,127,31,227,Purple
4582,136,46,96,Brown
4583,64,57,99,Grey
4584,13,57,85,Blue
4585,159,3,151,Pink
4586,128,20,122,Purple
4587,74,73,225,Blue
4588,213,237,105,Yellow
4589,92,47,144,Purple
4590,16,199,4,Green
4591,63,192,81,Green
4592,200,237,218,Yellow
4593,99,29,41,Brown
4594,59,216,41,Green
4595,210,9,219,Pink
4596,84,226,121,Green
4597,208,188,98,Yellow
4598,248,146,206,Pink
4599,52,233,235,Blue
4600,23,235,195,Green
4601,40,226,118,Green
4602,110,157,7,Green
4603,212,133,249,Pink
4604,176,71,118,Pink
4605,108,19,57,Brown
4606,239,209,69,Yellow
4607,96,102,117,Grey
4608,55,210,178,Green
4609,181,150,5,Yellow
4610,254,128,19,Orange
4611,55,43,85,Blue
4612,31,250,221,Green
4613,222,221,164,Yellow
4614,159,104,239,Purple
4615,58,233,197,Green
4616,61,36,217,Blue
4617,249,180,19,Yellow
4618,141,142,245,Blue
4619,113,202,252,Blue
4620,149,107,144,Brown
4621,213,60,206,Pink
4622,231,250,149,Yellow
4623,115,43,236,Purple
4624,244,182,79,Yellow
4625,216,87,175,Pink
4626,245,7,95,Red
4627,197,231,41,Green
4628,140,200,51,Green
4629,244,166,249,Pink
4630,195,16,24,Red
4631,23,69,193,Blue
4632,228,54,239,Pink
4633,40,137,95,Green
4634,201,175,54,Yellow
4635,118,214,162,Green
4636,246,132,5,Orange
4637,75,135,69,Green
4638,178,126,167,Purple
4639,236,197,217,Pink
4640,205,3,142,Purple
4641,254,234,15,Yellow
4642,51,36,94,Blue
4643,175,145,90,Brown
4644,152,188,212,Blue
4645,61,107,10,Green
4646,175,48,99,Pink
4647,1,128,159,Blue
4648,4,128,169,Blue
4649,123,202,48,Green
4650,180,130,10,Yellow
4651,50,179,187,Blue
4652,150,16,150,Pink
4653,240,20,84,Red
4654,0,91,162,Blue
4655,173,45,57,Red
4656,139,6,137,Purple
4657,234,215,243,Purple
4658,38,220,184,Green
4659,139,115,1,Green
4660,126,151,191,Blue
4661,240,4,92,Red
4662,106,117,113,Grey
4663,60,209,107,Green
4664,219,225,241,Blue
4665,210,23,241,Pink
4666,156,201,205,Grey
4667,182,238,229,Green
4668,69,17,9,Brown
4669,216,117,20,Orange
4670,34,78,120,Blue
4671,59,160,190,Blue
4672,153,6,120,Purple
4673,203,41,179,Pink
4674,106,147,1,Green
4675,111,57,127,Purple
4676,126,84,114,Brown
4677,99,55,99,Purple
4678,38,213,48,Green
4679,211,34,72,Red
4680,50,152,108,Green
4681,199,249,13,Yellow
4682,46,239,53,Green
4683,224,215,250,Purple
4684,17,19,189,Blue
4685,117,128,20,Green
4686,85,213,182,Green
4687,76,40,127,Purple
4688,121,37,128,Purple
4689,244,31,96,Red
4690,25,125,233,Blue
4691,234,15,99,Red
4692,167,38,168,Purple
4693,67,140,212,Blue
4694,87,69,167,Blue
4695,71,57,61,Grey
4696,59,127,221,Blue
4697,135,191,78,Green
4698,27,75,20,Green
4699,175,232,149,Green
4700,59,185,119,Green
4701,242,233,212,White
4702,166,128,234,Purple
4703,164,126,187,Purple
4704,215,50,118,Pink
4705,158,7,227,Purple
4706,83,187,246,Blue
4707,250,130,52,Orange
4708,55,88,146,Blue
4709,221,179,225,Pink
4710,60,128,153,Blue
4711,62,7,76,Purple
4712,38,88,115,Blue
4713,120,177,46,Green
4714,115,196,153,Green
4715,225,34,95,Red
4716,191,230,12,Green
4717,179,20,74,Red
4718,73,9,199,Blue
4719,200,221,207,Green
4720,252,186,54,Yellow
4721,183,116,103,Brown
4722,94,254,16,Green
4723,4,204,159,Green
4724,233,129,240,Pink
4725,160,186,137,Green
4726,66,163,15,Green
4727,158,195,193,Grey
4728,98,18,208,Purple
4729,62,89,52,Green
4730,225,179,100,Yellow
4731,30,134,127,Green
4732,234,249,97,Yellow
4733,112,155,81,Green
4734,152,35,92,Purple
4735,203,43,189,Purple
4736,236,110,139,Red
4737,171,23,104,Purple
4738,54,164,244,Blue
4739,101,63,191,Blue
4740,174,171,19,Green
4741,113,172,245,Blue
4742,226,36,132,Pink
4743,23,83,178,Blue
4744,112,27,125,Purple
4745,143,7,112,Purple
4746,125,76,76,Brown
4747,50,167,8,Green
4748,28,7,85,Blue
4749,252,121,16,Orange
4750,46,93,67,Green
4751,18,213,180,Green
4752,18,172,37,Green
4753,176,138,239,Blue
4754,244,245,191,Yellow
4755,167,240,167,Green
4756,103,27,69,Brown
4757,21,189,220,Blue
4758,227,47,197,Pink
4759,218,218,215,Grey
4760,9,240,109,Green
4761,7,237,126,Green
4762,230,217,198,White
4763,11,3,135,Blue
4764,250,202,110,Yellow
4765,121,223,240,Blue
4766,72,81,37,Green
4767,66,210,188,Green
4768,253,244,25,Yellow
4769,197,244,125,Yellow
4770,123,11,192,Purple
4771,182,225,252,Blue
4772,227,203,237,Purple
4773,131,206,32,Green
4774,48,37,193,Blue
4775,5,139,243,Blue
4776,56,79,48,Green
4777,25,149,111,Green
4778,161,41,187,Purple
4779,237,156,158,Orange
4780,195,22,76,Red
4781,78,130,74,Green
4782,51,158,154,Blue
4783,21,13,170,Blue
4784,53,78,247,Blue
4785,194,83,148,Pink
4786,68,73,177,Blue
4787,149,52,5,Brown
4788,3,22,236,Blue
4789,111,190,35,Green
4790,77,116,86,Green
4791,120,7,154,Purple
4792,133,113,4,Green
4793,123,104,57,Brown
4794,22,10,1,Brown
4795,20,117,11,Green
4796,247,89,38,Orange
4797,201,160,68,Yellow
4798,14,128,98,Green
4799,129,176,136,Green
4800,176,3,196,Purple
4801,229,247,111,Yellow
4802,83,216,181,Green
4803,33,151,95,Green
4804,8,144,214,Blue
4805,169,111,77,Brown
4806,231,34,148,Pink
4807,186,150,240,Blue
4808,165,11,236,Purple
4809,211,123,156,Pink
4810,248,83,152,Pink
4811,79,34,142,Blue
4812,247,8,253,Pink
4813,58,123,106,Green
4814,86,242,251,Green
4815,221,16,179,Purple
4816,128,74,5,Brown
4817,235,121,223,Pink
4818,186,131,56,Brown
4819,68,142,205,Blue
4820,39,239,161,Green
4821,231,109,159,Pink
4822,253,46,148,Pink
4823,184,236,33,Green
4824,224,139,114,Brown
4825,69,167,122,Green
4826,32,2,80,Blue
4827,82,201,194,Blue
4828,116,241,99,Green
4829,4,72,92,Blue
4830,199,119,63,Brown
4831,70,129,119,Green
4832,163,182,75,Green
4833,12,75,17,Green
4834,126,197,79,Green
4835,141,160,57,Green
4836,68,69,53,Grey
4837,126,89,180,Purple
4838,157,243,132,Yellow
4839,81,172,102,Green
4840,147,32,214,Purple
4841,171,44,60,Red
4842,89,153,54,Green
4843,25,75,185,Blue
4844,113,18,24,Brown
4845,37,216,108,Green
4846,250,125,73,Orange
4847,94,211,236,Blue
4848,143,210,124,Green
4849,119,90,122,Purple
4850,142,193,182,Grey
4851,202,57,39,Orange
4852,58,10,147,Blue
4853,107,108,65,Green
4854,60,147,119,Green
4855,244,188,136,Orange
4856,87,141,17,Green
4857,193,57,102,Pink
4858,82,154,156,Blue
4859,194,35,46,Red
4860,45,193,238,Blue
4861,77,236,121,Green
4862,86,106,196,Blue
4863,130,106,62,Brown
4864,186,65,95,Pink
4865,119,182,183,Blue
4866,196,73,221,Purple
4867,115,59,95,Purple
4868,25,246,58,Green
4869,100,178,110,Green
4870,170,221,166,Green
4871,148,139,103,Brown
4872,51,133,117,Green
4873,116,63,143,Purple
4874,24,83,44,Green
4875,6,49,54,Blue
4876,135,239,99,Yellow
4877,150,64,6,Brown
4878,63,17,11,Brown
4879,159,137,185,Blue
4880,61,19,155,Blue
4881,12,15,218,Blue
4882,186,120,20,Orange
4883,21,84,50,Green
4884,2,25,162,Blue
4885,65,193,151,Green
4886,216,41,119,Pink
4887,3,3,41,Blue
4888,249,74,153,Pink
4889,224,117,3,Orange
4890,78,5,106,Purple
4891,69,217,184,Green
4892,49,63,155,Blue
4893,105,21,134,Purple
4894,149,92,227,Purple
4895,5,21,21,Green
4896,185,2,202,Purple
4897,65,121,230,Blue
4898,174,164,123,Brown
4899,200,89,0,Orange
4900,63,249,132,Green
4901,62,101,139,Blue
4902,134,98,105,Brown
4903,202,45,239,Pink
4904,44,215,109,Green
4905,191,234,200,Green
4906,114,49,108,Purple
4907,54,149,242,Blue
4908,51,23,72,Purple
4909,29,20,137,Blue
4910,189,176,130,Yellow
4911,252,147,11,Orange
4912,39,72,174,Blue
4913,156,66,173,Purple
4914,34,12,205,Blue
4915,151,240,183,Green
4916,19,96,163,Blue
4917,150,35,185,Purple
4918,226,197,14,Yellow
4919,237,201,165,Orange
4920,235,248,168,Yellow
4921,6,177,133,Green
4922,162,185,36,Green
4923,171,151,118,Brown
4924,80,140,185,Blue
4925,95,83,27,Brown
4926,84,6,176,Purple
4927,128,8,142,Purple
4928,132,84,34,Brown
4929,40,77,77,Green
4930,19,226,128,Green
4931,71,194,87,Green
4932,241,196,141,Orange
4933,38,43,109,Blue
4934,22,241,94,Green
4935,69,109,9,Green
4936,90,141,29,Green
4937,82,72,121,Blue
4938,11,22,238,Blue
4939,122,10,17,Red
4940,198,119,45,Orange
4941,71,223,63,Green
4942,225,32,129,Pink
4943,18,102,13,Green
4944,138,116,207,Purple
4945,123,13,92,Purple
4946,53,214,103,Green
4947,79,233,174,Green
4948,197,92,168,Pink
4949,108,232,253,Blue
4950,72,138,122,Green
4951,152,215,192,Green
4952,220,166,243,Pink
4953,182,240,160,Green
4954,36,228,221,Blue
4955,39,181,102,Green
4956,29,119,185,Blue
4957,41,2,115,Blue
4958,171,91,190,Pink
4959,138,63,14,Brown
4960,189,166,204,Pink
4961,227,11,196,Pink
4962,189,169,110,Brown
4963,92,91,189,Blue
4964,57,202,118,Green
4965,253,128,151,Pink
4966,212,243,175,Yellow
4967,241,234,154,Yellow
4968,6,76,215,Blue
4969,27,202,172,Green
4970,99,82,102,Grey
4971,122,228,6,Green
4972,68,175,129,Green
4973,2,93,227,Blue
4974,231,18,86,Red
4975,103,246,245,Blue
4976,98,55,92,Purple
4977,28,30,57,Black
4978,169,47,254,Pink
4979,32,245,30,Green
4980,214,199,236,Grey
4981,188,0,132,Pink
4982,175,103,4,Orange
4983,24,14,184,Blue
4984,31,76,39,Green
4985,213,50,198,Pink
4986,119,98,134,Grey
4987,23,139,48,Green
4988,13,179,75,Green
4989,55,248,149,Green
4990,3,151,234,Blue
4991,230,94,86,Orange
4992,171,240,23,Green
4993,43,238,160,Green
4994,11,200,35,Green
4995,101,130,192,Blue
4996,128,117,219,Blue
4997,221,153,34,Orange
4998,143,153,241,Blue
4999,135,171,237,Blue
5000,133,73,38,Brown
5001,15,117,39,Green
5002,107,78,245,Blue
5003,110,176,82,Green
5004,97,192,125,Green
5005,242,63,233,Pink
5006,240,240,240,White
5007,241,241,241,White
5008,242,242,242,White
5009,243,243,243,White
5010,244,244,244,White
5011,245,245,245,White
5012,246,246,246,White
5013,247,247,247,White
5014,248,248,248,White
5015,249,249,249,White
5016,250,250,250,White
5017,251,251,251,White
5018,252,252,252,White
5019,253,253,253,White
5020,254,254,254,White
5021,255,255,255,White
5022,0,0,0,Black
5023,1,1,1,Black
5024,2,2,2,Black
5025,3,3,3,Black
5026,4,4,4,Black
5027,5,5,5,Black
5028,6,6,6,Black
5029,7,7,7,Black
5030,8,8,8,Black
5031,9,9,9,Black
5032,10,10,10,Black
5033,11,11,11,Black
5034,12,12,12,Black
5035,13,13,13,Black
5036,14,14,14,Black
5037,15,15,15,Black
5038,16,16,16,Black
5039,17,17,17,Black
5040,18,18,18,Black
5041,19,19,19,Black
5042,20,20,20,Black
5043,21,21,21,Black
5044,22,22,22,Black
5045,23,23,23,Black
5046,24,24,24,Black
5047,25,25,25,Black
5048,26,26,26,Black
5049,27,27,27,Black
5050,28,28,28,Black
5051,29,29,29,Black
5052,30,30,30,Black
Sum,643706,638150,648156,
